student_num,question_number,question_prefix,question_text,response_num,response_chr
8,12,How much did you gain in the following areas as a result of your research/extension experience in past nine weeks?,Writing scientific reports or papers,5,NA
8,13,How much did you gain in the following areas as a result of your research/extension experience in past nine weeks?,Making oral presentations,5,NA
8,14,How much did you gain in the following areas as a result of your research/extension experience in past nine weeks?,Explaining my project to people outside my field,5,NA
8,15,How much did you gain in the following areas as a result of your research/extension experience in past nine weeks?,Preparing a scientific poster,5,NA
8,16,How much did you gain in the following areas as a result of your research/extension experience in past nine weeks?,Keeping a detailed lab notebook,5,NA
8,17,How much did you gain in the following areas as a result of your research/extension experience in past nine weeks?,"Conducting observations in the lab, greenhouse, or field",5,NA
8,18,How much did you gain in the following areas as a result of your research/extension experience in past nine weeks?,Using statistics to analyze data,5,NA
8,19,How much did you gain in the following areas as a result of your research/extension experience in past nine weeks?,Understanding journal articles,4,NA
8,20,"During your research/extension experience, how much did you?",Engage in real-world science research,5,NA
8,21,"During your research/extension experience, how much did you?",Feel like a scientist,5,NA
8,22,"During your research/extension experience, how much did you?",Try out new ideas or procedures on your own,4,NA
8,23,"During your research/extension experience, how much did you?",Feel responsible for the project,5,NA
8,24,"During your research/extension experience, how much did you?",Work extra hours because you were excited about the project,4,NA
8,25,"During your research/extension experience, how much did you?",Feel part of the scientific community,5,NA
8,26,Please rate the following,My working relationship with my research/extension mentor(s),4,NA
8,27,Please rate the following,My working relationship with research/extension group members,4,NA
8,28,Please rate the following,The advice my research/extension mentor provided about career or graduate school,4,NA
8,29,Please rate the following,The overall research/extension experience,4,NA
8,30,"Compared to your intentions before participating in this REEU, how likely are you now to?",Enroll in a Ph.D. program in agricultural and related sciences,0,NA
8,31,"Compared to your intentions before participating in this REEU, how likely are you now to?",Enroll in a M.S. program in agricultural and related sciences,0,NA
8,32,"Compared to your intentions before participating in this REEU, how likely are you now to?","Enroll in a program to earn a different professional degree (i.e. law, veterinary medicine etc.)",0,NA
8,33,"Compared to your intentions before participating in this REEU, how likely are you now to?",Work in a science lab,3,NA
8,34,How satisfied were you with the following aspects of the research program?,"Support and guidance from the REEU program coordinator, Dr. Mehra",4,NA
8,35,How satisfied were you with the following aspects of the research program?,Support and guidance from your research/extension mentor,4,NA
8,36,How satisfied were you with the following aspects of the research program?,Support and guidance from other research group members,4,NA
8,37,How satisfied were you with the following aspects of the research program?,Financial support,4,NA
8,38,How satisfied were you with the following aspects of the research program?,Group social activities,3,NA
8,39,NA,What would have made your research experience better?,NA,grad seminars to be optional
8,40,NA,"What would improve the REEU, overall?",NA,more regular schedule to plan things in advance more easily
